"tick","Block","PorpoiseCount"
2869.0,2,5278
2869.0,0,0
2869.0,1,4557
2870.0,2,5276
2870.0,0,0
2870.0,1,4559
2871.0,2,5271
2871.0,0,0
2871.0,1,4564
2872.0,2,5274
2872.0,0,0
2872.0,1,4561
2873.0,2,5278
2873.0,0,0
2873.0,1,4557
2874.0,2,5272
2874.0,0,0
2874.0,1,4563
2875.0,2,5277
2875.0,0,0
2875.0,1,4558
2876.0,2,5271
2876.0,0,0
2876.0,1,4564
2877.0,2,5270
2877.0,0,0
2877.0,1,4565
2878.0,2,5276
2878.0,0,0
2878.0,1,4559
2879.0,2,5274
2879.0,0,0
2879.0,1,4561
2880.0,2,5267
2880.0,0,0
2880.0,1,4568
2881.0,2,5277
2881.0,0,0
2881.0,1,4558
2882.0,2,5273
2882.0,0,0
2882.0,1,4562
2883.0,2,5275
2883.0,0,0
2883.0,1,4559
2884.0,2,5274
2884.0,0,0
2884.0,1,4560
2885.0,2,5284
2885.0,0,0
2885.0,1,4550
2886.0,2,5284
2886.0,0,0
2886.0,1,4550
2887.0,2,5279
2887.0,0,0
2887.0,1,4555
2888.0,2,5286
2888.0,0,0
2888.0,1,4548
2889.0,2,5284
2889.0,0,0
2889.0,1,4550
2890.0,2,5293
2890.0,0,0
2890.0,1,4541
2891.0,2,5287
2891.0,0,0
2891.0,1,4546
2892.0,2,5282
2892.0,0,0
2892.0,1,4551
2893.0,2,5289
2893.0,0,0
2893.0,1,4544
2894.0,2,5289
2894.0,0,0
2894.0,1,4544
2895.0,2,5283
2895.0,0,0
2895.0,1,4550
2896.0,2,5286
2896.0,0,0
2896.0,1,4547
2897.0,2,5294
2897.0,0,0
2897.0,1,4539
2898.0,2,5289
2898.0,0,0
2898.0,1,4544
2899.0,2,5289
2899.0,0,0
2899.0,1,4544
2900.0,2,5290
2900.0,0,0
2900.0,1,4543
2901.0,2,5290
2901.0,0,0
2901.0,1,4543
2902.0,2,5295
2902.0,0,0
2902.0,1,4538
2903.0,2,5309
2903.0,0,0
2903.0,1,4524
2904.0,2,5312
2904.0,0,0
2904.0,1,4521
2905.0,2,5311
2905.0,0,0
2905.0,1,4522
2906.0,2,5313
2906.0,0,0
2906.0,1,4520
2907.0,2,5311
2907.0,0,0
2907.0,1,4521
2908.0,2,5308
2908.0,0,0
2908.0,1,4524
2909.0,2,5302
2909.0,0,0
2909.0,1,4530
2910.0,2,5291
2910.0,0,0
2910.0,1,4541
2911.0,2,5299
2911.0,0,0
2911.0,1,4533
2912.0,2,5300
2912.0,0,0
2912.0,1,4532
2913.0,2,5301
2913.0,0,0
2913.0,1,4531
2914.0,2,5303
2914.0,0,0
2914.0,1,4529
2915.0,2,5300
2915.0,0,0
2915.0,1,4532
2916.0,2,5306
2916.0,0,0
2916.0,1,4526
2917.0,2,5311
2917.0,0,0
2917.0,1,4521
2918.0,2,5305
2918.0,0,0
2918.0,1,4527
2919.0,2,5293
2919.0,0,0
2919.0,1,4539
2920.0,2,5298
2920.0,0,0
2920.0,1,4534
2921.0,2,5299
2921.0,0,0
2921.0,1,4533
2922.0,2,5297
2922.0,0,0
2922.0,1,4535
2923.0,2,5301
2923.0,0,0
2923.0,1,4531
2924.0,2,5294
2924.0,0,0
2924.0,1,4538
2925.0,2,5292
2925.0,0,0
2925.0,1,4540
2926.0,2,5298
2926.0,0,0
2926.0,1,4534
2927.0,2,5300
2927.0,0,0
2927.0,1,4532
2928.0,2,5299
2928.0,0,0
2928.0,1,4533
2929.0,2,5294
2929.0,0,0
2929.0,1,4538
2930.0,2,5293
2930.0,0,0
2930.0,1,4539
2931.0,2,5296
2931.0,0,0
2931.0,1,4536
2932.0,2,5289
2932.0,0,0
2932.0,1,4543
2933.0,2,5293
2933.0,0,0
2933.0,1,4539
2934.0,2,5289
2934.0,0,0
2934.0,1,4543
2935.0,2,5288
2935.0,0,0
2935.0,1,4544
2936.0,2,5290
2936.0,0,0
2936.0,1,4542
2937.0,2,5283
2937.0,0,0
2937.0,1,4549
2938.0,2,5285
2938.0,0,0
2938.0,1,4547
2939.0,2,5286
2939.0,0,0
2939.0,1,4546
2940.0,2,5283
2940.0,0,0
2940.0,1,4549
2941.0,2,5293
2941.0,0,0
2941.0,1,4538
2942.0,2,5282
2942.0,0,0
2942.0,1,4549
2943.0,2,5289
2943.0,0,0
2943.0,1,4542
2944.0,2,5290
2944.0,0,0
2944.0,1,4541
2945.0,2,5290
2945.0,0,0
2945.0,1,4541
2946.0,2,5285
2946.0,0,0
2946.0,1,4546
2947.0,2,5283
2947.0,0,0
2947.0,1,4548
2948.0,2,5289
2948.0,0,0
2948.0,1,4542
2949.0,2,5290
2949.0,0,0
2949.0,1,4541
2950.0,2,5299
2950.0,0,0
2950.0,1,4532
2951.0,2,5304
2951.0,0,0
2951.0,1,4527
2952.0,2,5306
2952.0,0,0
2952.0,1,4525
2953.0,2,5310
2953.0,0,0
2953.0,1,4521
2954.0,2,5305
2954.0,0,0
2954.0,1,4526
2955.0,2,5309
2955.0,0,0
2955.0,1,4522
2956.0,2,5308
2956.0,0,0
2956.0,1,4523
2957.0,2,5306
2957.0,0,0
2957.0,1,4525
2958.0,2,5308
2958.0,0,0
2958.0,1,4523
2959.0,2,5308
2959.0,0,0
2959.0,1,4523
2960.0,2,5307
2960.0,0,0
2960.0,1,4524
2961.0,2,5301
2961.0,0,0
2961.0,1,4530
2962.0,2,5300
2962.0,0,0
2962.0,1,4531
2963.0,2,5305
2963.0,0,0
2963.0,1,4526
2964.0,2,5309
2964.0,0,0
2964.0,1,4522
2965.0,2,5306
2965.0,0,0
2965.0,1,4525
2966.0,2,5307
2966.0,0,0
2966.0,1,4524
2967.0,2,5312
2967.0,0,0
2967.0,1,4519
2968.0,2,5310
2968.0,0,0
2968.0,1,4520
2969.0,2,5304
2969.0,0,0
2969.0,1,4526
2970.0,2,5313
2970.0,0,0
2970.0,1,4517
2971.0,2,5313
2971.0,0,0
2971.0,1,4517
2972.0,2,5312
2972.0,0,0
2972.0,1,4518
2973.0,2,5315
2973.0,0,0
2973.0,1,4515
2974.0,2,5315
2974.0,0,0
2974.0,1,4515
2975.0,2,5314
2975.0,0,0
2975.0,1,4516
2976.0,2,5309
2976.0,0,0
2976.0,1,4521
2977.0,2,5301
2977.0,0,0
2977.0,1,4529
2978.0,2,5303
2978.0,0,0
2978.0,1,4527
2979.0,2,5308
2979.0,0,0
2979.0,1,4522
2980.0,2,5317
2980.0,0,0
2980.0,1,4513
2981.0,2,5313
2981.0,0,0
2981.0,1,4516
2982.0,2,5320
2982.0,0,0
2982.0,1,4509
2983.0,2,5314
2983.0,0,0
2983.0,1,4515
2984.0,2,5318
2984.0,0,0
2984.0,1,4511
2985.0,2,5325
2985.0,0,0
2985.0,1,4504
2986.0,2,5322
2986.0,0,0
2986.0,1,4507
2987.0,2,5324
2987.0,0,0
2987.0,1,4505
2988.0,2,5320
2988.0,0,0
2988.0,1,4508
2989.0,2,5326
2989.0,0,0
2989.0,1,4502
2990.0,2,5325
2990.0,0,0
2990.0,1,4503
2991.0,2,5328
2991.0,0,0
2991.0,1,4500
2992.0,2,5330
2992.0,0,0
2992.0,1,4498
2993.0,2,5328
2993.0,0,0
2993.0,1,4500
2994.0,2,5331
2994.0,0,0
2994.0,1,4497
2995.0,2,5336
2995.0,0,0
2995.0,1,4492
2996.0,2,5328
2996.0,0,0
2996.0,1,4500
2997.0,2,5332
2997.0,0,0
2997.0,1,4496
2998.0,2,5327
2998.0,0,0
2998.0,1,4501
2999.0,2,5323
2999.0,0,0
2999.0,1,4505
3000.0,2,5315
3000.0,0,0
3000.0,1,4513
3001.0,2,5320
3001.0,0,0
3001.0,1,4508
3002.0,2,5311
3002.0,0,0
3002.0,1,4517
3003.0,2,5310
3003.0,0,0
3003.0,1,4518
3004.0,2,5308
3004.0,0,0
3004.0,1,4520
3005.0,2,5312
3005.0,0,0
3005.0,1,4516
3006.0,2,5303
3006.0,0,0
3006.0,1,4525
3007.0,2,5313
3007.0,0,0
3007.0,1,4515
3008.0,2,5306
3008.0,0,0
3008.0,1,4522
3009.0,2,5312
3009.0,0,0
3009.0,1,4516
3010.0,2,5311
3010.0,0,0
3010.0,1,4517
3011.0,2,5303
3011.0,0,0
3011.0,1,4525
3012.0,2,5300
3012.0,0,0
3012.0,1,4528
3013.0,2,5302
3013.0,0,0
3013.0,1,4526
3014.0,2,5298
3014.0,0,0
3014.0,1,4530
3015.0,2,5302
3015.0,0,0
3015.0,1,4526
3016.0,2,5305
3016.0,0,0
3016.0,1,4523
3017.0,2,5301
3017.0,0,0
3017.0,1,4527
3018.0,2,5303
3018.0,0,0
3018.0,1,4525
3019.0,2,5298
3019.0,0,0
3019.0,1,4530
3020.0,2,5300
3020.0,0,0
3020.0,1,4528
3021.0,2,5306
3021.0,0,0
3021.0,1,4522
3022.0,2,5312
3022.0,0,0
3022.0,1,4516
3023.0,2,5315
3023.0,0,0
3023.0,1,4513
3024.0,2,5320
3024.0,0,0
3024.0,1,4508
3025.0,2,5330
3025.0,0,0
3025.0,1,4498
3026.0,2,5331
3026.0,0,0
3026.0,1,4497
3027.0,2,5334
3027.0,0,0
3027.0,1,4494
3028.0,2,5341
3028.0,0,0
3028.0,1,4487
3029.0,2,5341
3029.0,0,0
3029.0,1,4486
3030.0,2,5342
3030.0,0,0
3030.0,1,4485
3031.0,2,5340
3031.0,0,0
3031.0,1,4487
3032.0,2,5337
3032.0,0,0
3032.0,1,4490
3033.0,2,5333
3033.0,0,0
3033.0,1,4494
3034.0,2,5339
3034.0,0,0
3034.0,1,4488
3035.0,2,5345
3035.0,0,0
3035.0,1,4482
3036.0,2,5337
3036.0,0,0
3036.0,1,4490
3037.0,2,5333
3037.0,0,0
3037.0,1,4494
3038.0,2,5342
3038.0,0,0
3038.0,1,4485
3039.0,2,5341
3039.0,0,0
3039.0,1,4486
3040.0,2,5333
3040.0,0,0
3040.0,1,4494
3041.0,2,5342
3041.0,0,0
3041.0,1,4485
3042.0,2,5341
3042.0,0,0
3042.0,1,4486
3043.0,2,5340
3043.0,0,0
3043.0,1,4487
3044.0,2,5348
3044.0,0,0
3044.0,1,4479
3045.0,2,5346
3045.0,0,0
3045.0,1,4481
3046.0,2,5349
3046.0,0,0
3046.0,1,4478
3047.0,2,5357
3047.0,0,0
3047.0,1,4470
3048.0,2,5348
3048.0,0,0
3048.0,1,4479
3049.0,2,5349
3049.0,0,0
3049.0,1,4478
3050.0,2,5352
3050.0,0,0
3050.0,1,4475
3051.0,2,5348
3051.0,0,0
3051.0,1,4479
3052.0,2,5348
3052.0,0,0
3052.0,1,4479
3053.0,2,5357
3053.0,0,0
3053.0,1,4470
3054.0,2,5355
3054.0,0,0
3054.0,1,4472
3055.0,2,5357
3055.0,0,0
3055.0,1,4470
3056.0,2,5359
3056.0,0,0
3056.0,1,4468
3057.0,2,5360
3057.0,0,0
3057.0,1,4467
3058.0,2,5353
3058.0,0,0
3058.0,1,4474
3059.0,2,5354
3059.0,0,0
3059.0,1,4473
3060.0,2,5343
3060.0,0,0
3060.0,1,4484
3061.0,2,5340
3061.0,0,0
3061.0,1,4487
3062.0,2,5343
3062.0,0,0
3062.0,1,4484
3063.0,2,5342
3063.0,0,0
3063.0,1,4485
3064.0,2,5341
3064.0,0,0
3064.0,1,4486
3065.0,2,5340
3065.0,0,0
3065.0,1,4487
3066.0,2,5343
3066.0,0,0
3066.0,1,4484
3067.0,2,5339
3067.0,0,0
3067.0,1,4488
3068.0,2,5339
3068.0,0,0
3068.0,1,4488
3069.0,2,5336
3069.0,0,0
3069.0,1,4491
3070.0,2,5336
3070.0,0,0
3070.0,1,4491
3071.0,2,5337
3071.0,0,0
3071.0,1,4490
3072.0,2,5341
3072.0,0,0
3072.0,1,4486
3073.0,2,5339
3073.0,0,0
3073.0,1,4488
3074.0,2,5332
3074.0,0,0
3074.0,1,4495
3075.0,2,5328
3075.0,0,0
3075.0,1,4499
3076.0,2,5326
3076.0,0,0
3076.0,1,4501
3077.0,2,5321
3077.0,0,0
3077.0,1,4506
3078.0,2,5324
3078.0,0,0
3078.0,1,4503
3079.0,2,5322
3079.0,0,0
3079.0,1,4505
3080.0,2,5323
3080.0,0,0
3080.0,1,4504
3081.0,2,5323
3081.0,0,0
3081.0,1,4504
3082.0,2,5332
3082.0,0,0
3082.0,1,4495
3083.0,2,5326
3083.0,0,0
3083.0,1,4501
3084.0,2,5334
3084.0,0,0
3084.0,1,4492
3085.0,2,5332
3085.0,0,0
3085.0,1,4494
3086.0,2,5334
3086.0,0,0
3086.0,1,4492
3087.0,2,5337
3087.0,0,0
3087.0,1,4489
3088.0,2,5335
3088.0,0,0
3088.0,1,4491
3089.0,2,5333
3089.0,0,0
3089.0,1,4493
3090.0,2,5334
3090.0,0,0
3090.0,1,4492
3091.0,2,5339
3091.0,0,0
3091.0,1,4487
3092.0,2,5339
3092.0,0,0
3092.0,1,4487
3093.0,2,5337
3093.0,0,0
3093.0,1,4489
3094.0,2,5341
3094.0,0,0
3094.0,1,4485
3095.0,2,5342
3095.0,0,0
3095.0,1,4484
3096.0,2,5347
3096.0,0,0
3096.0,1,4479
3097.0,2,5350
3097.0,0,0
3097.0,1,4476
3098.0,2,5360
3098.0,0,0
3098.0,1,4466
3099.0,2,5347
3099.0,0,0
3099.0,1,4479
3100.0,2,5345
3100.0,0,0
3100.0,1,4481
3101.0,2,5341
3101.0,0,0
3101.0,1,4485
3102.0,2,5338
3102.0,0,0
3102.0,1,4488
3103.0,2,5337
3103.0,0,0
3103.0,1,4489
3104.0,2,5336
3104.0,0,0
3104.0,1,4490
3105.0,2,5336
3105.0,0,0
3105.0,1,4490
3106.0,2,5339
3106.0,0,0
3106.0,1,4487
3107.0,2,5334
3107.0,0,0
3107.0,1,4492
3108.0,2,5334
3108.0,0,0
3108.0,1,4492
3109.0,2,5332
3109.0,0,0
3109.0,1,4494
3110.0,2,5331
3110.0,0,0
3110.0,1,4495
3111.0,2,5331
3111.0,0,0
3111.0,1,4495
3112.0,2,5331
3112.0,0,0
3112.0,1,4495
3113.0,2,5325
3113.0,0,0
3113.0,1,4500
3114.0,2,5323
3114.0,0,0
3114.0,1,4502
3115.0,2,5328
3115.0,0,0
3115.0,1,4497
3116.0,2,5340
3116.0,0,0
3116.0,1,4485
3117.0,2,5338
3117.0,0,0
3117.0,1,4487
3118.0,2,5338
3118.0,0,0
3118.0,1,4487
3119.0,2,5334
3119.0,0,0
3119.0,1,4491
3120.0,2,5337
3120.0,0,0
3120.0,1,4488
3121.0,2,5335
3121.0,0,0
3121.0,1,4490
3122.0,2,5344
3122.0,0,0
3122.0,1,4481
3123.0,2,5344
3123.0,0,0
3123.0,1,4481
3124.0,2,5343
3124.0,0,0
3124.0,1,4482
3125.0,2,5343
3125.0,0,0
3125.0,1,4482
3126.0,2,5352
3126.0,0,0
3126.0,1,4473
3127.0,2,5350
3127.0,0,0
3127.0,1,4474
3128.0,2,5352
3128.0,0,0
3128.0,1,4472
3129.0,2,5347
3129.0,0,0
3129.0,1,4477
3130.0,2,5353
3130.0,0,0
3130.0,1,4471
3131.0,2,5356
3131.0,0,0
3131.0,1,4468
3132.0,2,5354
3132.0,0,0
3132.0,1,4470
3133.0,2,5353
3133.0,0,0
3133.0,1,4471
3134.0,2,5347
3134.0,0,0
3134.0,1,4477
3135.0,2,5353
3135.0,0,0
3135.0,1,4471
3136.0,2,5354
3136.0,0,0
3136.0,1,4470
3137.0,2,5352
3137.0,0,0
3137.0,1,4472
3138.0,2,5353
3138.0,0,0
3138.0,1,4471
3139.0,2,5357
3139.0,0,0
3139.0,1,4467
3140.0,2,5348
3140.0,0,0
3140.0,1,4476
3141.0,2,5345
3141.0,0,0
3141.0,1,4479
3142.0,2,5343
3142.0,0,0
3142.0,1,4481
3143.0,2,5343
3143.0,0,0
3143.0,1,4481
3144.0,2,5347
3144.0,0,0
3144.0,1,4477
3145.0,2,5349
3145.0,0,0
3145.0,1,4475
3146.0,2,5344
3146.0,0,0
3146.0,1,4480
3147.0,2,5343
3147.0,0,0
3147.0,1,4481
3148.0,2,5345
3148.0,0,0
3148.0,1,4479
3149.0,2,5353
3149.0,0,0
3149.0,1,4470
3150.0,2,5346
3150.0,0,0
3150.0,1,4477
3151.0,2,5344
3151.0,0,0
3151.0,1,4479
3152.0,2,5341
3152.0,0,0
3152.0,1,4482
3153.0,2,5332
3153.0,0,0
3153.0,1,4491
3154.0,2,5328
3154.0,0,0
3154.0,1,4495
3155.0,2,5327
3155.0,0,0
3155.0,1,4496
3156.0,2,5331
3156.0,0,0
3156.0,1,4492
3157.0,2,5322
3157.0,0,0
3157.0,1,4501
3158.0,2,5320
3158.0,0,0
3158.0,1,4503
3159.0,2,5322
3159.0,0,0
3159.0,1,4500
3160.0,2,5325
3160.0,0,0
3160.0,1,4497
3161.0,2,5337
3161.0,0,0
3161.0,1,4485
3162.0,2,5325
3162.0,0,0
3162.0,1,4497
3163.0,2,5326
3163.0,0,0
3163.0,1,4496
3164.0,2,5330
3164.0,0,0
3164.0,1,4492
3165.0,2,5327
3165.0,0,0
3165.0,1,4495
3166.0,2,5331
3166.0,0,0
3166.0,1,4491
3167.0,2,5331
3167.0,0,0
3167.0,1,4491
3168.0,2,5325
3168.0,0,0
3168.0,1,4497
3169.0,2,5329
3169.0,0,0
3169.0,1,4493
3170.0,2,5331
3170.0,0,0
3170.0,1,4491
3171.0,2,5337
3171.0,0,0
3171.0,1,4485
3172.0,2,5338
3172.0,0,0
3172.0,1,4484
3173.0,2,5339
3173.0,0,0
3173.0,1,4483
3174.0,2,5340
3174.0,0,0
3174.0,1,4482
3175.0,2,5329
3175.0,0,0
3175.0,1,4493
3176.0,2,5333
3176.0,0,0
3176.0,1,4489
3177.0,2,5333
3177.0,0,0
3177.0,1,4489
3178.0,2,5333
3178.0,0,0
3178.0,1,4489
3179.0,2,5343
3179.0,0,0
3179.0,1,4479
3180.0,2,5338
3180.0,0,0
3180.0,1,4484
3181.0,2,5334
3181.0,0,0
3181.0,1,4488
3182.0,2,5334
3182.0,0,0
3182.0,1,4488
3183.0,2,5333
3183.0,0,0
3183.0,1,4489
3184.0,2,5327
3184.0,0,0
3184.0,1,4495
3185.0,2,5322
3185.0,0,0
3185.0,1,4500
3186.0,2,5323
3186.0,0,0
3186.0,1,4499
3187.0,2,5327
3187.0,0,0
3187.0,1,4495
3188.0,2,5323
3188.0,0,0
3188.0,1,4499
3189.0,2,5319
3189.0,0,0
3189.0,1,4503
3190.0,2,5316
3190.0,0,0
3190.0,1,4506
3191.0,2,5311
3191.0,0,0
3191.0,1,4511
3192.0,2,5308
3192.0,0,0
3192.0,1,4514
3193.0,2,5318
3193.0,0,0
3193.0,1,4504
3194.0,2,5319
3194.0,0,0
3194.0,1,4503
3195.0,2,5326
3195.0,0,0
3195.0,1,4496
3196.0,2,5325
3196.0,0,0
3196.0,1,4497
3197.0,2,5323
3197.0,0,0
3197.0,1,4499
3198.0,2,5328
3198.0,0,0
3198.0,1,4494
3199.0,2,5334
3199.0,0,0
3199.0,1,4488
3200.0,2,5329
3200.0,0,0
3200.0,1,4493
3201.0,2,5325
3201.0,0,0
3201.0,1,4497
3202.0,2,5328
3202.0,0,0
3202.0,1,4494
3203.0,2,5326
3203.0,0,0
3203.0,1,4496
3204.0,2,5326
3204.0,0,0
3204.0,1,4496
3205.0,2,5329
3205.0,0,0
3205.0,1,4493
3206.0,2,5331
3206.0,0,0
3206.0,1,4491
3207.0,2,5337
3207.0,0,0
3207.0,1,4485
3208.0,2,5338
3208.0,0,0
3208.0,1,4484
3209.0,2,5342
3209.0,0,0
3209.0,1,4480
3210.0,2,5334
3210.0,0,0
3210.0,1,4488
3211.0,2,5329
3211.0,0,0
3211.0,1,4493
3212.0,2,5333
3212.0,0,0
3212.0,1,4489
3213.0,2,5338
3213.0,0,0
3213.0,1,4484
3214.0,2,5330
3214.0,0,0
3214.0,1,4492
3215.0,2,5334
3215.0,0,0
3215.0,1,4488
3216.0,2,5334
3216.0,0,0
3216.0,1,4488
3217.0,2,5334
3217.0,0,0
3217.0,1,4488
3218.0,2,5330
3218.0,0,0
3218.0,1,4492
3219.0,2,5340
3219.0,0,0
3219.0,1,4482
3220.0,2,5343
3220.0,0,0
3220.0,1,4479
3221.0,2,5346
3221.0,0,0
3221.0,1,4476
3222.0,2,5353
3222.0,0,0
3222.0,1,4469
3223.0,2,5356
3223.0,0,0
3223.0,1,4465
3224.0,2,5351
3224.0,0,0
3224.0,1,4470
3225.0,2,5353
3225.0,0,0
3225.0,1,4468
3226.0,2,5347
3226.0,0,0
3226.0,1,4474
3227.0,2,5342
3227.0,0,0
3227.0,1,4479
3228.0,2,5341
3228.0,0,0
3228.0,1,4480
3229.0,2,5352
3229.0,0,0
3229.0,1,4469
3230.0,2,5351
3230.0,0,0
3230.0,1,4470
3231.0,2,5345
3231.0,0,0
3231.0,1,4476
3232.0,2,5347
3232.0,0,0
3232.0,1,4474
3233.0,2,5346
3233.0,0,0
3233.0,1,4475
3234.0,2,5353
3234.0,0,0
3234.0,1,4468
3235.0,2,5363
3235.0,0,0
3235.0,1,4457
3236.0,2,5361
3236.0,0,0
3236.0,1,4459
3237.0,2,5358
3237.0,0,0
3237.0,1,4462
3238.0,2,5358
3238.0,0,0
3238.0,1,4462
3239.0,2,5348
3239.0,0,0
3239.0,1,4472
3240.0,2,5350
3240.0,0,0
3240.0,1,4470
3241.0,2,5348
3241.0,0,0
3241.0,1,4472
3242.0,2,5349
3242.0,0,0
3242.0,1,4471
3243.0,2,5352
3243.0,0,0
3243.0,1,4468
3244.0,2,5352
3244.0,0,0
3244.0,1,4468
3245.0,2,5351
3245.0,0,0
3245.0,1,4469
3246.0,2,5348
3246.0,0,0
3246.0,1,4472
3247.0,2,5350
3247.0,0,0
3247.0,1,4470
3248.0,2,5349
3248.0,0,0
3248.0,1,4471
3249.0,2,5346
3249.0,0,0
3249.0,1,4474
3250.0,2,5347
3250.0,0,0
3250.0,1,4473
3251.0,2,5348
3251.0,0,0
3251.0,1,4472
3252.0,2,5347
3252.0,0,0
3252.0,1,4473
3253.0,2,5352
3253.0,0,0
3253.0,1,4468
3254.0,2,5349
3254.0,0,0
3254.0,1,4471
3255.0,2,5354
3255.0,0,0
3255.0,1,4466
3256.0,2,5356
3256.0,0,0
3256.0,1,4464
3257.0,2,5356
3257.0,0,0
3257.0,1,4464
3258.0,2,5356
3258.0,0,0
3258.0,1,4464
3259.0,2,5364
3259.0,0,0
3259.0,1,4456
3260.0,2,5363
3260.0,0,0
3260.0,1,4457
3261.0,2,5361
3261.0,0,0
3261.0,1,4459
3262.0,2,5371
3262.0,0,0
3262.0,1,4449
3263.0,2,5360
3263.0,0,0
3263.0,1,4460
3264.0,2,5364
3264.0,0,0
3264.0,1,4456
3265.0,2,5363
3265.0,0,0
3265.0,1,4457
3266.0,2,5363
3266.0,0,0
3266.0,1,4457
3267.0,2,5354
3267.0,0,0
3267.0,1,4466
3268.0,2,5356
3268.0,0,0
3268.0,1,4464
3269.0,2,5355
3269.0,0,0
3269.0,1,4465
3270.0,2,5359
3270.0,0,0
3270.0,1,4461
3271.0,2,5359
3271.0,0,0
3271.0,1,4461
3272.0,2,5363
3272.0,0,0
3272.0,1,4457
3273.0,2,5364
3273.0,0,0
3273.0,1,4456
3274.0,2,5366
3274.0,0,0
3274.0,1,4453
3275.0,2,5361
3275.0,0,0
3275.0,1,4458
3276.0,2,5357
3276.0,0,0
3276.0,1,4462
3277.0,2,5362
3277.0,0,0
3277.0,1,4457
3278.0,2,5361
3278.0,0,0
3278.0,1,4458
3279.0,2,5364
3279.0,0,0
3279.0,1,4454
3280.0,2,5359
3280.0,0,0
3280.0,1,4458
3281.0,2,5364
3281.0,0,0
3281.0,1,4453
3282.0,2,5367
3282.0,0,0
3282.0,1,4450
3283.0,2,5365
3283.0,0,0
3283.0,1,4452
3284.0,2,5358
3284.0,0,0
3284.0,1,4459
3285.0,2,5364
3285.0,0,0
3285.0,1,4453
3286.0,2,5361
3286.0,0,0
3286.0,1,4456
3287.0,2,5361
3287.0,0,0
3287.0,1,4456
3288.0,2,5359
3288.0,0,0
3288.0,1,4458
3289.0,2,5360
3289.0,0,0
3289.0,1,4457
3290.0,2,5355
3290.0,0,0
3290.0,1,4462
3291.0,2,5354
3291.0,0,0
3291.0,1,4463
3292.0,2,5359
3292.0,0,0
3292.0,1,4458
3293.0,2,5353
3293.0,0,0
3293.0,1,4464
3294.0,2,5351
3294.0,0,0
3294.0,1,4466
3295.0,2,5349
3295.0,0,0
3295.0,1,4468
3296.0,2,5353
3296.0,0,0
3296.0,1,4464
3297.0,2,5357
3297.0,0,0
3297.0,1,4460
3298.0,2,5354
3298.0,0,0
3298.0,1,4463
3299.0,2,5355
3299.0,0,0
3299.0,1,4462
3300.0,2,5353
3300.0,0,0
3300.0,1,4464
3301.0,2,5353
3301.0,0,0
3301.0,1,4464
3302.0,2,5359
3302.0,0,0
3302.0,1,4458
3303.0,2,5355
3303.0,0,0
3303.0,1,4462
3304.0,2,5353
3304.0,0,0
3304.0,1,4464
3305.0,2,5354
3305.0,0,0
3305.0,1,4463
3306.0,2,5345
3306.0,0,0
3306.0,1,4472
3307.0,2,5344
3307.0,0,0
3307.0,1,4472
3308.0,2,5340
3308.0,0,0
3308.0,1,4476
3309.0,2,5334
3309.0,0,0
3309.0,1,4482
3310.0,2,5337
3310.0,0,0
3310.0,1,4479
3311.0,2,5337
3311.0,0,0
3311.0,1,4479
3312.0,2,5339
3312.0,0,0
3312.0,1,4477
3313.0,2,5341
3313.0,0,0
3313.0,1,4475
3314.0,2,5341
3314.0,0,0
3314.0,1,4474
3315.0,2,5341
3315.0,0,0
3315.0,1,4474
3316.0,2,5338
3316.0,0,0
3316.0,1,4477
3317.0,2,5336
3317.0,0,0
3317.0,1,4479
3318.0,2,5335
3318.0,0,0
3318.0,1,4480
3319.0,2,5330
3319.0,0,0
3319.0,1,4485
3320.0,2,5329
3320.0,0,0
3320.0,1,4486
3321.0,2,5328
3321.0,0,0
3321.0,1,4487
3322.0,2,5332
3322.0,0,0
3322.0,1,4483
3323.0,2,5336
3323.0,0,0
3323.0,1,4479
3324.0,2,5346
3324.0,0,0
3324.0,1,4469
3325.0,2,5339
3325.0,0,0
3325.0,1,4476
3326.0,2,5337
3326.0,0,0
3326.0,1,4478
3327.0,2,5336
3327.0,0,0
3327.0,1,4479
3328.0,2,5338
3328.0,0,0
3328.0,1,4477
3329.0,2,5343
3329.0,0,0
3329.0,1,4472
3330.0,2,5343
3330.0,0,0
3330.0,1,4472
3331.0,2,5337
3331.0,0,0
3331.0,1,4478
3332.0,2,5341
3332.0,0,0
3332.0,1,4474
3333.0,2,5346
3333.0,0,0
3333.0,1,4469
3334.0,2,5350
3334.0,0,0
3334.0,1,4465
3335.0,2,5341
3335.0,0,0
3335.0,1,4474
3336.0,2,5343
3336.0,0,0
3336.0,1,4472
3337.0,2,5347
3337.0,0,0
3337.0,1,4468
3338.0,2,5346
3338.0,0,0
3338.0,1,4469
3339.0,2,5348
3339.0,0,0
3339.0,1,4467
3340.0,2,5348
3340.0,0,0
3340.0,1,4466
3341.0,2,5344
3341.0,0,0
3341.0,1,4470
3342.0,2,5339
3342.0,0,0
3342.0,1,4475
3343.0,2,5336
3343.0,0,0
3343.0,1,4478
3344.0,2,5340
3344.0,0,0
3344.0,1,4474
3345.0,2,5343
3345.0,0,0
3345.0,1,4471
3346.0,2,5349
3346.0,0,0
3346.0,1,4465
3347.0,2,5348
3347.0,0,0
3347.0,1,4466
3348.0,2,5339
3348.0,0,0
3348.0,1,4475
3349.0,2,5336
3349.0,0,0
3349.0,1,4478
3350.0,2,5335
3350.0,0,0
3350.0,1,4479
