"tick","Block","PorpoiseCount"
1498.0,2,4539
1498.0,0,0
1498.0,1,5432
1499.0,2,4541
1499.0,0,0
1499.0,1,5430
1500.0,2,4537
1500.0,0,0
1500.0,1,5434
1501.0,2,4544
1501.0,0,0
1501.0,1,5427
1502.0,2,4544
1502.0,0,0
1502.0,1,5427
1503.0,2,4547
1503.0,0,0
1503.0,1,5424
1504.0,2,4544
1504.0,0,0
1504.0,1,5427
1505.0,2,4547
1505.0,0,0
1505.0,1,5424
1506.0,2,4554
1506.0,0,0
1506.0,1,5417
1507.0,2,4557
1507.0,0,0
1507.0,1,5414
1508.0,2,4564
1508.0,0,0
1508.0,1,5406
1509.0,2,4563
1509.0,0,0
1509.0,1,5407
1510.0,2,4570
1510.0,0,0
1510.0,1,5400
1511.0,2,4566
1511.0,0,0
1511.0,1,5404
1512.0,2,4564
1512.0,0,0
1512.0,1,5406
1513.0,2,4564
1513.0,0,0
1513.0,1,5406
1514.0,2,4572
1514.0,0,0
1514.0,1,5398
1515.0,2,4571
1515.0,0,0
1515.0,1,5399
1516.0,2,4576
1516.0,0,0
1516.0,1,5394
1517.0,2,4571
1517.0,0,0
1517.0,1,5399
1518.0,2,4574
1518.0,0,0
1518.0,1,5396
1519.0,2,4579
1519.0,0,0
1519.0,1,5391
1520.0,2,4586
1520.0,0,0
1520.0,1,5384
1521.0,2,4593
1521.0,0,0
1521.0,1,5377
1522.0,2,4599
1522.0,0,0
1522.0,1,5371
1523.0,2,4605
1523.0,0,0
1523.0,1,5365
1524.0,2,4608
1524.0,0,0
1524.0,1,5362
1525.0,2,4610
1525.0,0,0
1525.0,1,5360
1526.0,2,4610
1526.0,0,0
1526.0,1,5360
1527.0,2,4612
1527.0,0,0
1527.0,1,5358
1528.0,2,4609
1528.0,0,0
1528.0,1,5361
1529.0,2,4612
1529.0,0,0
1529.0,1,5358
1530.0,2,4618
1530.0,0,0
1530.0,1,5352
1531.0,2,4613
1531.0,0,0
1531.0,1,5357
1532.0,2,4619
1532.0,0,0
1532.0,1,5351
1533.0,2,4610
1533.0,0,0
1533.0,1,5360
1534.0,2,4618
1534.0,0,0
1534.0,1,5352
1535.0,2,4619
1535.0,0,0
1535.0,1,5351
1536.0,2,4619
1536.0,0,0
1536.0,1,5351
1537.0,2,4622
1537.0,0,0
1537.0,1,5348
1538.0,2,4624
1538.0,0,0
1538.0,1,5346
1539.0,2,4628
1539.0,0,0
1539.0,1,5342
1540.0,2,4629
1540.0,0,0
1540.0,1,5341
1541.0,2,4630
1541.0,0,0
1541.0,1,5340
1542.0,2,4632
1542.0,0,0
1542.0,1,5338
1543.0,2,4622
1543.0,0,0
1543.0,1,5348
1544.0,2,4629
1544.0,0,0
1544.0,1,5341
1545.0,2,4627
1545.0,0,0
1545.0,1,5343
1546.0,2,4624
1546.0,0,0
1546.0,1,5346
1547.0,2,4618
1547.0,0,0
1547.0,1,5352
1548.0,2,4618
1548.0,0,0
1548.0,1,5352
1549.0,2,4632
1549.0,0,0
1549.0,1,5338
1550.0,2,4630
1550.0,0,0
1550.0,1,5340
1551.0,2,4625
1551.0,0,0
1551.0,1,5345
1552.0,2,4626
1552.0,0,0
1552.0,1,5344
1553.0,2,4636
1553.0,0,0
1553.0,1,5334
1554.0,2,4632
1554.0,0,0
1554.0,1,5338
1555.0,2,4633
1555.0,0,0
1555.0,1,5337
1556.0,2,4628
1556.0,0,0
1556.0,1,5342
1557.0,2,4634
1557.0,0,0
1557.0,1,5336
1558.0,2,4632
1558.0,0,0
1558.0,1,5338
1559.0,2,4632
1559.0,0,0
1559.0,1,5338
1560.0,2,4632
1560.0,0,0
1560.0,1,5338
1561.0,2,4634
1561.0,0,0
1561.0,1,5336
1562.0,2,4634
1562.0,0,0
1562.0,1,5336
1563.0,2,4637
1563.0,0,0
1563.0,1,5333
1564.0,2,4637
1564.0,0,0
1564.0,1,5333
1565.0,2,4642
1565.0,0,0
1565.0,1,5328
1566.0,2,4647
1566.0,0,0
1566.0,1,5323
1567.0,2,4652
1567.0,0,0
1567.0,1,5318
1568.0,2,4649
1568.0,0,0
1568.0,1,5321
1569.0,2,4650
1569.0,0,0
1569.0,1,5320
1570.0,2,4649
1570.0,0,0
1570.0,1,5321
1571.0,2,4649
1571.0,0,0
1571.0,1,5321
1572.0,2,4647
1572.0,0,0
1572.0,1,5323
1573.0,2,4638
1573.0,0,0
1573.0,1,5332
1574.0,2,4635
1574.0,0,0
1574.0,1,5335
1575.0,2,4641
1575.0,0,0
1575.0,1,5329
1576.0,2,4640
1576.0,0,0
1576.0,1,5330
1577.0,2,4645
1577.0,0,0
1577.0,1,5325
1578.0,2,4642
1578.0,0,0
1578.0,1,5328
1579.0,2,4647
1579.0,0,0
1579.0,1,5323
1580.0,2,4639
1580.0,0,0
1580.0,1,5331
1581.0,2,4636
1581.0,0,0
1581.0,1,5334
1582.0,2,4634
1582.0,0,0
1582.0,1,5336
1583.0,2,4629
1583.0,0,0
1583.0,1,5341
1584.0,2,4634
1584.0,0,0
1584.0,1,5336
1585.0,2,4633
1585.0,0,0
1585.0,1,5337
1586.0,2,4637
1586.0,0,0
1586.0,1,5333
1587.0,2,4637
1587.0,0,0
1587.0,1,5333
1588.0,2,4633
1588.0,0,0
1588.0,1,5337
1589.0,2,4631
1589.0,0,0
1589.0,1,5339
1590.0,2,4633
1590.0,0,0
1590.0,1,5337
1591.0,2,4635
1591.0,0,0
1591.0,1,5335
1592.0,2,4643
1592.0,0,0
1592.0,1,5327
1593.0,2,4646
1593.0,0,0
1593.0,1,5323
1594.0,2,4647
1594.0,0,0
1594.0,1,5321
1595.0,2,4649
1595.0,0,0
1595.0,1,5319
1596.0,2,4653
1596.0,0,0
1596.0,1,5315
1597.0,2,4655
1597.0,0,0
1597.0,1,5313
1598.0,2,4653
1598.0,0,0
1598.0,1,5315
1599.0,2,4652
1599.0,0,0
1599.0,1,5316
1600.0,2,4659
1600.0,0,0
1600.0,1,5309
1601.0,2,4662
1601.0,0,0
1601.0,1,5306
1602.0,2,4665
1602.0,0,0
1602.0,1,5303
1603.0,2,4661
1603.0,0,0
1603.0,1,5307
1604.0,2,4661
1604.0,0,0
1604.0,1,5307
1605.0,2,4663
1605.0,0,0
1605.0,1,5305
1606.0,2,4667
1606.0,0,0
1606.0,1,5301
1607.0,2,4666
1607.0,0,0
1607.0,1,5302
1608.0,2,4665
1608.0,0,0
1608.0,1,5303
1609.0,2,4665
1609.0,0,0
1609.0,1,5303
1610.0,2,4666
1610.0,0,0
1610.0,1,5302
1611.0,2,4660
1611.0,0,0
1611.0,1,5308
1612.0,2,4660
1612.0,0,0
1612.0,1,5308
1613.0,2,4660
1613.0,0,0
1613.0,1,5307
1614.0,2,4653
1614.0,0,0
1614.0,1,5314
1615.0,2,4650
1615.0,0,0
1615.0,1,5317
1616.0,2,4659
1616.0,0,0
1616.0,1,5308
1617.0,2,4655
1617.0,0,0
1617.0,1,5312
1618.0,2,4664
1618.0,0,0
1618.0,1,5303
1619.0,2,4665
1619.0,0,0
1619.0,1,5302
1620.0,2,4666
1620.0,0,0
1620.0,1,5301
1621.0,2,4672
1621.0,0,0
1621.0,1,5295
1622.0,2,4675
1622.0,0,0
1622.0,1,5292
1623.0,2,4681
1623.0,0,0
1623.0,1,5286
1624.0,2,4682
1624.0,0,0
1624.0,1,5285
1625.0,2,4682
1625.0,0,0
1625.0,1,5285
1626.0,2,4682
1626.0,0,0
1626.0,1,5285
1627.0,2,4690
1627.0,0,0
1627.0,1,5277
1628.0,2,4694
1628.0,0,0
1628.0,1,5273
1629.0,2,4689
1629.0,0,0
1629.0,1,5278
1630.0,2,4703
1630.0,0,0
1630.0,1,5264
1631.0,2,4702
1631.0,0,0
1631.0,1,5265
1632.0,2,4700
1632.0,0,0
1632.0,1,5267
1633.0,2,4693
1633.0,0,0
1633.0,1,5274
1634.0,2,4701
1634.0,0,0
1634.0,1,5266
1635.0,2,4702
1635.0,0,0
1635.0,1,5265
1636.0,2,4707
1636.0,0,0
1636.0,1,5260
1637.0,2,4711
1637.0,0,0
1637.0,1,5256
1638.0,2,4715
1638.0,0,0
1638.0,1,5252
1639.0,2,4711
1639.0,0,0
1639.0,1,5256
1640.0,2,4701
1640.0,0,0
1640.0,1,5266
1641.0,2,4697
1641.0,0,0
1641.0,1,5270
1642.0,2,4706
1642.0,0,0
1642.0,1,5261
1643.0,2,4708
1643.0,0,0
1643.0,1,5259
1644.0,2,4717
1644.0,0,0
1644.0,1,5250
1645.0,2,4716
1645.0,0,0
1645.0,1,5251
1646.0,2,4723
1646.0,0,0
1646.0,1,5244
1647.0,2,4716
1647.0,0,0
1647.0,1,5251
1648.0,2,4712
1648.0,0,0
1648.0,1,5255
1649.0,2,4717
1649.0,0,0
1649.0,1,5250
1650.0,2,4722
1650.0,0,0
1650.0,1,5245
1651.0,2,4726
1651.0,0,0
1651.0,1,5241
1652.0,2,4733
1652.0,0,0
1652.0,1,5234
1653.0,2,4730
1653.0,0,0
1653.0,1,5237
1654.0,2,4732
1654.0,0,0
1654.0,1,5235
1655.0,2,4726
1655.0,0,0
1655.0,1,5241
1656.0,2,4730
1656.0,0,0
1656.0,1,5237
1657.0,2,4737
1657.0,0,0
1657.0,1,5230
1658.0,2,4740
1658.0,0,0
1658.0,1,5227
1659.0,2,4737
1659.0,0,0
1659.0,1,5230
1660.0,2,4737
1660.0,0,0
1660.0,1,5230
1661.0,2,4734
1661.0,0,0
1661.0,1,5233
1662.0,2,4739
1662.0,0,0
1662.0,1,5228
1663.0,2,4738
1663.0,0,0
1663.0,1,5229
1664.0,2,4743
1664.0,0,0
1664.0,1,5224
1665.0,2,4743
1665.0,0,0
1665.0,1,5224
1666.0,2,4739
1666.0,0,0
1666.0,1,5228
1667.0,2,4739
1667.0,0,0
1667.0,1,5228
1668.0,2,4746
1668.0,0,0
1668.0,1,5221
1669.0,2,4746
1669.0,0,0
1669.0,1,5221
1670.0,2,4751
1670.0,0,0
1670.0,1,5215
1671.0,2,4750
1671.0,0,0
1671.0,1,5215
1672.0,2,4745
1672.0,0,0
1672.0,1,5220
1673.0,2,4752
1673.0,0,0
1673.0,1,5213
1674.0,2,4755
1674.0,0,0
1674.0,1,5210
1675.0,2,4757
1675.0,0,0
1675.0,1,5208
1676.0,2,4759
1676.0,0,0
1676.0,1,5206
1677.0,2,4761
1677.0,0,0
1677.0,1,5204
1678.0,2,4757
1678.0,0,0
1678.0,1,5208
1679.0,2,4758
1679.0,0,0
1679.0,1,5207
1680.0,2,4755
1680.0,0,0
1680.0,1,5210
1681.0,2,4746
1681.0,0,0
1681.0,1,5219
1682.0,2,4758
1682.0,0,0
1682.0,1,5207
1683.0,2,4770
1683.0,0,0
1683.0,1,5195
1684.0,2,4771
1684.0,0,0
1684.0,1,5194
1685.0,2,4771
1685.0,0,0
1685.0,1,5194
1686.0,2,4777
1686.0,0,0
1686.0,1,5188
1687.0,2,4777
1687.0,0,0
1687.0,1,5188
1688.0,2,4779
1688.0,0,0
1688.0,1,5186
1689.0,2,4777
1689.0,0,0
1689.0,1,5188
1690.0,2,4775
1690.0,0,0
1690.0,1,5190
1691.0,2,4778
1691.0,0,0
1691.0,1,5187
1692.0,2,4768
1692.0,0,0
1692.0,1,5197
1693.0,2,4773
1693.0,0,0
1693.0,1,5192
1694.0,2,4774
1694.0,0,0
1694.0,1,5191
1695.0,2,4779
1695.0,0,0
1695.0,1,5185
1696.0,2,4778
1696.0,0,0
1696.0,1,5186
1697.0,2,4776
1697.0,0,0
1697.0,1,5188
1698.0,2,4775
1698.0,0,0
1698.0,1,5189
1699.0,2,4772
1699.0,0,0
1699.0,1,5192
1700.0,2,4773
1700.0,0,0
1700.0,1,5191
1701.0,2,4778
1701.0,0,0
1701.0,1,5186
1702.0,2,4782
1702.0,0,0
1702.0,1,5182
1703.0,2,4786
1703.0,0,0
1703.0,1,5178
1704.0,2,4781
1704.0,0,0
1704.0,1,5183
1705.0,2,4783
1705.0,0,0
1705.0,1,5181
1706.0,2,4782
1706.0,0,0
1706.0,1,5182
1707.0,2,4785
1707.0,0,0
1707.0,1,5179
1708.0,2,4784
1708.0,0,0
1708.0,1,5180
1709.0,2,4788
1709.0,0,0
1709.0,1,5176
1710.0,2,4794
1710.0,0,0
1710.0,1,5170
1711.0,2,4800
1711.0,0,0
1711.0,1,5164
1712.0,2,4794
1712.0,0,0
1712.0,1,5170
1713.0,2,4800
1713.0,0,0
1713.0,1,5164
1714.0,2,4796
1714.0,0,0
1714.0,1,5168
1715.0,2,4791
1715.0,0,0
1715.0,1,5173
1716.0,2,4787
1716.0,0,0
1716.0,1,5177
1717.0,2,4786
1717.0,0,0
1717.0,1,5178
1718.0,2,4789
1718.0,0,0
1718.0,1,5175
1719.0,2,4788
1719.0,0,0
1719.0,1,5175
1720.0,2,4788
1720.0,0,0
1720.0,1,5175
1721.0,2,4790
1721.0,0,0
1721.0,1,5173
1722.0,2,4788
1722.0,0,0
1722.0,1,5175
1723.0,2,4793
1723.0,0,0
1723.0,1,5170
1724.0,2,4785
1724.0,0,0
1724.0,1,5178
1725.0,2,4791
1725.0,0,0
1725.0,1,5172
1726.0,2,4782
1726.0,0,0
1726.0,1,5181
1727.0,2,4775
1727.0,0,0
1727.0,1,5188
1728.0,2,4770
1728.0,0,0
1728.0,1,5193
1729.0,2,4765
1729.0,0,0
1729.0,1,5198
1730.0,2,4767
1730.0,0,0
1730.0,1,5196
1731.0,2,4779
1731.0,0,0
1731.0,1,5184
1732.0,2,4780
1732.0,0,0
1732.0,1,5183
1733.0,2,4786
1733.0,0,0
1733.0,1,5176
1734.0,2,4783
1734.0,0,0
1734.0,1,5179
1735.0,2,4788
1735.0,0,0
1735.0,1,5173
1736.0,2,4797
1736.0,0,0
1736.0,1,5164
1737.0,2,4797
1737.0,0,0
1737.0,1,5164
1738.0,2,4799
1738.0,0,0
1738.0,1,5162
1739.0,2,4801
1739.0,0,0
1739.0,1,5160
1740.0,2,4801
1740.0,0,0
1740.0,1,5160
1741.0,2,4803
1741.0,0,0
1741.0,1,5158
1742.0,2,4799
1742.0,0,0
1742.0,1,5162
1743.0,2,4802
1743.0,0,0
1743.0,1,5159
1744.0,2,4808
1744.0,0,0
1744.0,1,5152
1745.0,2,4811
1745.0,0,0
1745.0,1,5149
1746.0,2,4802
1746.0,0,0
1746.0,1,5158
1747.0,2,4802
1747.0,0,0
1747.0,1,5158
1748.0,2,4807
1748.0,0,0
1748.0,1,5153
1749.0,2,4809
1749.0,0,0
1749.0,1,5151
1750.0,2,4796
1750.0,0,0
1750.0,1,5164
1751.0,2,4803
1751.0,0,0
1751.0,1,5157
1752.0,2,4800
1752.0,0,0
1752.0,1,5160
1753.0,2,4799
1753.0,0,0
1753.0,1,5161
1754.0,2,4804
1754.0,0,0
1754.0,1,5156
1755.0,2,4800
1755.0,0,0
1755.0,1,5160
1756.0,2,4800
1756.0,0,0
1756.0,1,5160
1757.0,2,4808
1757.0,0,0
1757.0,1,5152
1758.0,2,4808
1758.0,0,0
1758.0,1,5152
1759.0,2,4811
1759.0,0,0
1759.0,1,5149
1760.0,2,4814
1760.0,0,0
1760.0,1,5146
1761.0,2,4812
1761.0,0,0
1761.0,1,5148
1762.0,2,4810
1762.0,0,0
1762.0,1,5150
1763.0,2,4814
1763.0,0,0
1763.0,1,5146
1764.0,2,4812
1764.0,0,0
1764.0,1,5148
1765.0,2,4810
1765.0,0,0
1765.0,1,5150
1766.0,2,4813
1766.0,0,0
1766.0,1,5147
1767.0,2,4820
1767.0,0,0
1767.0,1,5140
1768.0,2,4820
1768.0,0,0
1768.0,1,5140
1769.0,2,4825
1769.0,0,0
1769.0,1,5135
1770.0,2,4825
1770.0,0,0
1770.0,1,5135
1771.0,2,4809
1771.0,0,0
1771.0,1,5151
1772.0,2,4810
1772.0,0,0
1772.0,1,5150
1773.0,2,4815
1773.0,0,0
1773.0,1,5145
1774.0,2,4821
1774.0,0,0
1774.0,1,5139
1775.0,2,4828
1775.0,0,0
1775.0,1,5132
1776.0,2,4825
1776.0,0,0
1776.0,1,5135
1777.0,2,4821
1777.0,0,0
1777.0,1,5139
1778.0,2,4814
1778.0,0,0
1778.0,1,5146
1779.0,2,4818
1779.0,0,0
1779.0,1,5142
1780.0,2,4809
1780.0,0,0
1780.0,1,5151
1781.0,2,4799
1781.0,0,0
1781.0,1,5161
1782.0,2,4804
1782.0,0,0
1782.0,1,5156
1783.0,2,4813
1783.0,0,0
1783.0,1,5147
1784.0,2,4811
1784.0,0,0
1784.0,1,5149
1785.0,2,4814
1785.0,0,0
1785.0,1,5146
1786.0,2,4821
1786.0,0,0
1786.0,1,5139
1787.0,2,4815
1787.0,0,0
1787.0,1,5145
1788.0,2,4822
1788.0,0,0
1788.0,1,5138
1789.0,2,4828
1789.0,0,0
1789.0,1,5132
1790.0,2,4829
1790.0,0,0
1790.0,1,5131
1791.0,2,4828
1791.0,0,0
1791.0,1,5132
1792.0,2,4827
1792.0,0,0
1792.0,1,5133
1793.0,2,4832
1793.0,0,0
1793.0,1,5128
1794.0,2,4832
1794.0,0,0
1794.0,1,5128
1795.0,2,4827
1795.0,0,0
1795.0,1,5133
1796.0,2,4826
1796.0,0,0
1796.0,1,5134
1797.0,2,4823
1797.0,0,0
1797.0,1,5137
1798.0,2,4822
1798.0,0,0
1798.0,1,5138
1799.0,2,4825
1799.0,0,0
1799.0,1,5135
1800.0,2,4825
1800.0,0,0
1800.0,1,5135
1801.0,2,4827
1801.0,0,0
1801.0,1,5133
1802.0,2,4833
1802.0,0,0
1802.0,1,5127
1803.0,2,4829
1803.0,0,0
1803.0,1,5131
1804.0,2,4834
1804.0,0,0
1804.0,1,5126
1805.0,2,4818
1805.0,0,0
1805.0,1,5141
1806.0,2,4813
1806.0,0,0
1806.0,1,5146
1807.0,2,4814
1807.0,0,0
1807.0,1,5145
1808.0,2,4822
1808.0,0,0
1808.0,1,5137
1809.0,2,4821
1809.0,0,0
1809.0,1,5138
1810.0,2,4820
1810.0,0,0
1810.0,1,5139
1811.0,2,4827
1811.0,0,0
1811.0,1,5132
1812.0,2,4823
1812.0,0,0
1812.0,1,5136
1813.0,2,4827
1813.0,0,0
1813.0,1,5132
1814.0,2,4827
1814.0,0,0
1814.0,1,5132
1815.0,2,4819
1815.0,0,0
1815.0,1,5140
1816.0,2,4823
1816.0,0,0
1816.0,1,5136
1817.0,2,4822
1817.0,0,0
1817.0,1,5137
1818.0,2,4820
1818.0,0,0
1818.0,1,5139
1819.0,2,4821
1819.0,0,0
1819.0,1,5138
1820.0,2,4822
1820.0,0,0
1820.0,1,5137
1821.0,2,4817
1821.0,0,0
1821.0,1,5141
1822.0,2,4815
1822.0,0,0
1822.0,1,5143
1823.0,2,4815
1823.0,0,0
1823.0,1,5143
1824.0,2,4818
1824.0,0,0
1824.0,1,5140
1825.0,2,4815
1825.0,0,0
1825.0,1,5143
1826.0,2,4814
1826.0,0,0
1826.0,1,5144
1827.0,2,4823
1827.0,0,0
1827.0,1,5134
1828.0,2,4819
1828.0,0,0
1828.0,1,5138
1829.0,2,4821
1829.0,0,0
1829.0,1,5136
1830.0,2,4832
1830.0,0,0
1830.0,1,5125
1831.0,2,4836
1831.0,0,0
1831.0,1,5121
1832.0,2,4829
1832.0,0,0
1832.0,1,5128
1833.0,2,4820
1833.0,0,0
1833.0,1,5137
1834.0,2,4823
1834.0,0,0
1834.0,1,5134
1835.0,2,4826
1835.0,0,0
1835.0,1,5131
1836.0,2,4826
1836.0,0,0
1836.0,1,5131
1837.0,2,4825
1837.0,0,0
1837.0,1,5132
1838.0,2,4830
1838.0,0,0
1838.0,1,5127
1839.0,2,4834
1839.0,0,0
1839.0,1,5123
1840.0,2,4836
1840.0,0,0
1840.0,1,5121
1841.0,2,4837
1841.0,0,0
1841.0,1,5120
1842.0,2,4837
1842.0,0,0
1842.0,1,5120
1843.0,2,4827
1843.0,0,0
1843.0,1,5130
1844.0,2,4821
1844.0,0,0
1844.0,1,5136
1845.0,2,4816
1845.0,0,0
1845.0,1,5141
1846.0,2,4807
1846.0,0,0
1846.0,1,5150
1847.0,2,4813
1847.0,0,0
1847.0,1,5144
1848.0,2,4819
1848.0,0,0
1848.0,1,5138
1849.0,2,4828
1849.0,0,0
1849.0,1,5129
1850.0,2,4826
1850.0,0,0
1850.0,1,5130
1851.0,2,4829
1851.0,0,0
1851.0,1,5127
1852.0,2,4832
1852.0,0,0
1852.0,1,5124
1853.0,2,4831
1853.0,0,0
1853.0,1,5125
1854.0,2,4825
1854.0,0,0
1854.0,1,5131
1855.0,2,4832
1855.0,0,0
1855.0,1,5124
1856.0,2,4835
1856.0,0,0
1856.0,1,5121
1857.0,2,4837
1857.0,0,0
1857.0,1,5119
1858.0,2,4834
1858.0,0,0
1858.0,1,5121
1859.0,2,4834
1859.0,0,0
1859.0,1,5121
1860.0,2,4830
1860.0,0,0
1860.0,1,5125
1861.0,2,4836
1861.0,0,0
1861.0,1,5119
1862.0,2,4835
1862.0,0,0
1862.0,1,5120
1863.0,2,4834
1863.0,0,0
1863.0,1,5121
1864.0,2,4837
1864.0,0,0
1864.0,1,5118
1865.0,2,4843
1865.0,0,0
1865.0,1,5112
1866.0,2,4842
1866.0,0,0
1866.0,1,5113
1867.0,2,4843
1867.0,0,0
1867.0,1,5112
1868.0,2,4842
1868.0,0,0
1868.0,1,5113
1869.0,2,4838
1869.0,0,0
1869.0,1,5117
1870.0,2,4843
1870.0,0,0
1870.0,1,5111
1871.0,2,4849
1871.0,0,0
1871.0,1,5105
1872.0,2,4844
1872.0,0,0
1872.0,1,5110
1873.0,2,4854
1873.0,0,0
1873.0,1,5100
1874.0,2,4856
1874.0,0,0
1874.0,1,5098
1875.0,2,4856
1875.0,0,0
1875.0,1,5097
1876.0,2,4849
1876.0,0,0
1876.0,1,5104
1877.0,2,4852
1877.0,0,0
1877.0,1,5101
1878.0,2,4844
1878.0,0,0
1878.0,1,5109
1879.0,2,4844
1879.0,0,0
1879.0,1,5109
1880.0,2,4844
1880.0,0,0
1880.0,1,5109
1881.0,2,4849
1881.0,0,0
1881.0,1,5104
1882.0,2,4846
1882.0,0,0
1882.0,1,5107
1883.0,2,4851
1883.0,0,0
1883.0,1,5102
1884.0,2,4852
1884.0,0,0
1884.0,1,5101
1885.0,2,4852
1885.0,0,0
1885.0,1,5101
1886.0,2,4855
1886.0,0,0
1886.0,1,5098
1887.0,2,4850
1887.0,0,0
1887.0,1,5103
1888.0,2,4850
1888.0,0,0
1888.0,1,5103
1889.0,2,4852
1889.0,0,0
1889.0,1,5101
1890.0,2,4857
1890.0,0,0
1890.0,1,5096
1891.0,2,4864
1891.0,0,0
1891.0,1,5089
1892.0,2,4869
1892.0,0,0
1892.0,1,5084
1893.0,2,4872
1893.0,0,0
1893.0,1,5081
1894.0,2,4872
1894.0,0,0
1894.0,1,5081
1895.0,2,4873
1895.0,0,0
1895.0,1,5080
1896.0,2,4871
1896.0,0,0
1896.0,1,5082
1897.0,2,4877
1897.0,0,0
1897.0,1,5076
1898.0,2,4875
1898.0,0,0
1898.0,1,5078
1899.0,2,4873
1899.0,0,0
1899.0,1,5080
1900.0,2,4869
1900.0,0,0
1900.0,1,5084
1901.0,2,4866
1901.0,0,0
1901.0,1,5087
1902.0,2,4870
1902.0,0,0
1902.0,1,5083
1903.0,2,4877
1903.0,0,0
1903.0,1,5076
1904.0,2,4877
1904.0,0,0
1904.0,1,5076
1905.0,2,4886
1905.0,0,0
1905.0,1,5067
1906.0,2,4887
1906.0,0,0
1906.0,1,5066
1907.0,2,4890
1907.0,0,0
1907.0,1,5063
1908.0,2,4892
1908.0,0,0
1908.0,1,5061
1909.0,2,4891
1909.0,0,0
1909.0,1,5062
1910.0,2,4890
1910.0,0,0
1910.0,1,5063
1911.0,2,4880
1911.0,0,0
1911.0,1,5073
1912.0,2,4885
1912.0,0,0
1912.0,1,5068
1913.0,2,4887
1913.0,0,0
1913.0,1,5066
1914.0,2,4892
1914.0,0,0
1914.0,1,5061
1915.0,2,4895
1915.0,0,0
1915.0,1,5058
1916.0,2,4893
1916.0,0,0
1916.0,1,5059
1917.0,2,4888
1917.0,0,0
1917.0,1,5064
1918.0,2,4889
1918.0,0,0
1918.0,1,5063
1919.0,2,4887
1919.0,0,0
1919.0,1,5065
1920.0,2,4893
1920.0,0,0
1920.0,1,5059
1921.0,2,4891
1921.0,0,0
1921.0,1,5061
1922.0,2,4892
1922.0,0,0
1922.0,1,5060
1923.0,2,4906
1923.0,0,0
1923.0,1,5045
1924.0,2,4907
1924.0,0,0
1924.0,1,5044
1925.0,2,4909
1925.0,0,0
1925.0,1,5042
1926.0,2,4908
1926.0,0,0
1926.0,1,5043
1927.0,2,4915
1927.0,0,0
1927.0,1,5035
1928.0,2,4917
1928.0,0,0
1928.0,1,5033
1929.0,2,4916
1929.0,0,0
1929.0,1,5034
1930.0,2,4912
1930.0,0,0
1930.0,1,5038
1931.0,2,4913
1931.0,0,0
1931.0,1,5037
1932.0,2,4912
1932.0,0,0
1932.0,1,5038
1933.0,2,4915
1933.0,0,0
1933.0,1,5035
1934.0,2,4919
1934.0,0,0
1934.0,1,5031
1935.0,2,4917
1935.0,0,0
1935.0,1,5032
1936.0,2,4924
1936.0,0,0
1936.0,1,5025
1937.0,2,4919
1937.0,0,0
1937.0,1,5030
1938.0,2,4923
1938.0,0,0
1938.0,1,5026
1939.0,2,4930
1939.0,0,0
1939.0,1,5019
1940.0,2,4929
1940.0,0,0
1940.0,1,5020
1941.0,2,4930
1941.0,0,0
1941.0,1,5019
1942.0,2,4937
1942.0,0,0
1942.0,1,5011
1943.0,2,4929
1943.0,0,0
1943.0,1,5018
1944.0,2,4937
1944.0,0,0
1944.0,1,5010
1945.0,2,4944
1945.0,0,0
1945.0,1,5003
1946.0,2,4944
1946.0,0,0
1946.0,1,5003
1947.0,2,4939
1947.0,0,0
1947.0,1,5007
1948.0,2,4932
1948.0,0,0
1948.0,1,5014
1949.0,2,4937
1949.0,0,0
1949.0,1,5009
1950.0,2,4944
1950.0,0,0
1950.0,1,5002
1951.0,2,4944
1951.0,0,0
1951.0,1,5002
1952.0,2,4940
1952.0,0,0
1952.0,1,5006
1953.0,2,4930
1953.0,0,0
1953.0,1,5015
1954.0,2,4927
1954.0,0,0
1954.0,1,5018
1955.0,2,4930
1955.0,0,0
1955.0,1,5015
1956.0,2,4928
1956.0,0,0
1956.0,1,5017
1957.0,2,4931
1957.0,0,0
1957.0,1,5014
1958.0,2,4932
1958.0,0,0
1958.0,1,5013
1959.0,2,4946
1959.0,0,0
1959.0,1,4999
1960.0,2,4945
1960.0,0,0
1960.0,1,5000
1961.0,2,4948
1961.0,0,0
1961.0,1,4996
1962.0,2,4944
1962.0,0,0
1962.0,1,5000
1963.0,2,4947
1963.0,0,0
1963.0,1,4997
1964.0,2,4953
1964.0,0,0
1964.0,1,4991
1965.0,2,4954
1965.0,0,0
1965.0,1,4990
1966.0,2,4958
1966.0,0,0
1966.0,1,4986
1967.0,2,4961
1967.0,0,0
1967.0,1,4982
1968.0,2,4965
1968.0,0,0
1968.0,1,4978
1969.0,2,4967
1969.0,0,0
1969.0,1,4976
1970.0,2,4963
1970.0,0,0
1970.0,1,4980
1971.0,2,4961
1971.0,0,0
1971.0,1,4982
1972.0,2,4957
1972.0,0,0
1972.0,1,4986
1973.0,2,4959
1973.0,0,0
1973.0,1,4984
1974.0,2,4958
1974.0,0,0
1974.0,1,4985
1975.0,2,4960
1975.0,0,0
1975.0,1,4983
1976.0,2,4967
1976.0,0,0
1976.0,1,4976
1977.0,2,4967
1977.0,0,0
1977.0,1,4976
1978.0,2,4961
1978.0,0,0
1978.0,1,4982
1979.0,2,4966
1979.0,0,0
1979.0,1,4977
